GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services",709262,749998,805050,872974,933400,1019038,1026159,1052053,1118094,1196816,1387796,1463534,1408892,1883973,1955085,2028401,2157661,2322763,2527050,2608230,2728285
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",76,"71","   Arts, entertainment, and recreation",166557,181316,189949,207652,221308,269579,276337,261650,264802,276522,340096,362761,340353,643779,717486,741266,825439,904439,1002366,1040735,1071387
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",77,"711-712","    Performing arts, spectator sports, museums, and related activities",56238,65810,68022,58814,71150,93216,92903,93589,91229,100501,119722,120367,102355,106533,106126,99608,100773,107918,124039,134734,135137
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",78,"713","    Amusement, gambling, and recreation industries",110319,115506,121927,148838,150158,176363,183434,168061,173573,176021,220373,242394,237998,537246,611359,641658,724666,796521,878327,906001,936249
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",79,"72","   Accommodation and food services",542706,568682,615101,665323,712092,749459,749822,790403,853292,920295,1047701,1100774,1068539,1240195,1237599,1287134,1332222,1418324,1524684,1567494,1656898
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",80,"721","    Accommodation",215463,224700,242303,259144,263719,273153,270804,287046,310982,345395,393722,408793,375186,445906,486416,498244,516653,540782,577489,592082,618479
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",81,"722","    Food services and drinking places",327243,343981,372798,406179,448373,476306,479018,503357,542310,574900,653979,691981,693353,794289,751183,788891,815569,877542,947195,975412,1038419
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",82,"81","  Other services (except government and government enterprises)",147277,158011,173270,181543,183851,199547,202952,209789,219782,226532,257729,253715,258153,301275,305823,274907,280593,286860,308913,332166,336489
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",83,"..."," Government and government enterprises",-157557,-145219,-156286,-163326,-166577,-182525,-199069,-208896,-245428,-258188,-267888,-271660,-323643,-287177,-338375,-336807,-383513,-395828,-376588,-414974,-405938
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",84,"...","  Federal civilian",-16596,-15174,-15202,-17418,-27682,-32181,-39742,-42138,-48575,-46954,-63619,-81962,-109949,-62593,-78897,-95800,-142983,-135238,-102102,-102796,-108987
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",85,"...","  Military",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",86,"...","  State and local",-140961,-130045,-141084,-145908,-138895,-150344,-159327,-166759,-196853,-211234,-204269,-189698,-213694,-224584,-259477,-241007,-240530,-260590,-274486,-312178,-296950
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",87,"11, 21","Natural resources and mining",256089,176682,9406,44300,41904,266838,353305,625831,623006,952518,1143696,1364434,1173274,1381617,1626706,1446255,1657021,1916359,1702538,1425166,1743105
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",88,"42, 44-45","Trade",3117703,3281461,3584137,3808433,3995705,4114535,4107830,4264638,4716343,4925096,5255175,5104765,4743318,5095137,5329255,5557378,5770421,6066971,6155673,6548271,6777294
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",89,"...","Transportation and utilities",684640,774931,832582,870037,647838,909300,846131,1051523,1113743,1224708,1209651,1264466,1304431,1455781,1475424,1393304,1454185,1548757,1607582,1767245,1852420
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",90,"...","Private goods-producing industries 2/",999807,1030959,853540,1000884,986315,1226536,1308125,1600203,1633530,1832448,2071490,2281864,2141925,2516865,2763209,2449909,2707137,2938801,2724070,2496988,2802683
 "08000","Colorado",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",91,"...","Private services-providing industries 3/",7290757,7830403,8603043,9271284,9404317,10074497,9985800,10700044,11485334,12163426,12731869,12725429,12482756,14549374,14947881,14199912,14641581,15476370,16137134,17273388,17768541
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",1,"...","All industry total",10299616,10900784,11065883,11353567,11346898,11680675,12541647,12956363,13485974,13538480,14241203,14244844,14314818,14402891,15036148,16845548,17196071,17978474,17857630,17901235,18209962
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",2,"..."," Private industries",10456150,11034219,11200323,11481744,11476586,11831230,12710260,13139654,13674483,13736333,14435465,14426531,14529092,14611843,15267583,17078011,17430922,18252027,18145233,18188326,18482525
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",3,"11","  Agriculture, forestry, fishing and hunting",-4515,-22009,-53263,-66886,-58443,-23791,-27284,-13968,-44469,-20431,-6649,-3492,-7166,-5554,6922,5714,9684,18210,11220,6820,9681
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",4,"111-112","   Farms",-6040,-23744,-54979,-68513,-59854,-25244,-28840,-15694,-46239,-22374,-8630,-5885,-9394,-8000,4675,3606,7543,15944,9044,4576,7387
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",5,"113-115","   Forestry, fishing, and related activities",1524,1735,1716,1627,1411,1452,1555,1726,1770,1943,1981,2393,2227,2446,2246,2108,2141,2265,2176,2244,2294
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",6,"21","  Mining, quarrying, and oil and gas extraction",6462,7845,8303,8350,6367,6978,7336,7362,7799,8971,8951,9640,9503,8908,8848,9590,10580,12535,12810,15161,16058
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",7,"211","   Oil and gas extraction",316,213,138,112,0,0,0,34,35,24,22,23,5,0,0,0,0,0,0,0,0
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",8,"212","   Mining (except oil and gas)",5189,6677,7213,7360,5848,6436,6871,6866,7320,8300,8303,8855,8763,8006,7806,8568,9539,11446,11776,14237,14884
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",9,"213","   Support activities for mining",958,955,952,878,518,542,465,463,444,647,626,761,736,902,1042,1021,1040,1089,1034,924,1174
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",10,"22","  Utilities",578263,586523,572540,617666,556630,545191,608837,715649,735412,663178,710866,805526,853984,836248,859953,922417,943242,963176,905423,931440,975461
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",11,"23","  Construction",64275,71270,74739,77479,69630,73848,74596,84510,87689,83697,91122,89184,87233,83262,87232,90543,93676,100288,104814,108410,111521
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",12,"31-33","  Manufacturing",834956,944380,932240,1015917,1159765,1304482,1427950,1229015,1228550,1245296,1333793,1125987,1160557,1156094,1283834,1312639,1456344,1385443,1350994,1291601,1410906
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",13,"321,327-339","   Durable goods manufacturing",360310,373939,390651,394882,419947,445289,457946,474180,482352,499261,523576,564275,572131,552643,579071,594620,737410,722271,699622,710648,773460
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",14,"321","    Wood product manufacturing",2359,2585,2636,2748,2538,2871,2816,2763,3021,3120,3401,3505,3448,2582,2971,3098,3280,3579,3572,3775,3834
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",15,"327","    Nonmetallic mineral product manufacturing",8061,8124,8406,8458,7179,7796,7672,8362,8983,9195,10942,11472,12512,11317,11459,11635,11783,12484,12514,13224,13949
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",16,"331","    Primary metal manufacturing",32169,31996,30173,30961,25548,27794,25884,26165,25989,26063,27890,29511,32796,32922,33701,35765,35515,37289,37980,42725,46041
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",17,"332","    Fabricated metal product manufacturing",78923,76634,87912,78046,65741,69844,72144,79610,70903,80868,72577,105012,65173,74545,109097,97179,191945,141541,127166,125248,142293
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",18,"333","    Machinery manufacturing",46349,49664,50302,54545,57764,61343,60947,64343,65783,66589,72916,72708,81264,77829,74152,72893,74533,79677,82162,85288,89611
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",19,"334","    Computer and electronic product manufacturing",52123,55713,52508,60338,67759,69755,67710,68121,72053,71732,74822,77513,83538,80293,81810,84806,88314,97765,91487,84579,87667
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",20,"335","    Electrical equipment, appliance, and component manufacturing",28838,29137,26655,28427,38908,37875,45757,42822,42188,41269,46009,45364,44924,21328,11655,28273,48625,48326,39205,42930,37858
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",11501,12535,12360,11809,13561,13796,13866,15009,14114,13859,14920,16549,18665,18885,18324,18449,19907,21552,21945,22634,23609
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",22,"3364-3369","    Other transportation equipment manufacturing",78081,83922,89938,96432,111737,123187,128011,133288,143240,150208,162853,165323,188600,192379,191878,196739,206861,214651,221250,245955,280727
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",23,"337","    Furniture and related product manufacturing",1699,1882,2019,2204,2194,2541,2605,2804,2958,3228,3534,3619,3776,3804,3604,3618,3719,3889,4119,4377,4696
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",24,"339","    Miscellaneous manufacturing",20207,21746,27743,20912,27017,28489,30535,30894,33120,33130,33712,33698,37434,36759,40421,42164,52929,61517,58219,39913,43175
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",25,"311-316,322-326","   Nondurable goods manufacturing",474646,570440,541589,621036,739818,859193,970003,754836,746198,746034,810217,561712,588426,603451,704763,718019,718934,663172,651372,580953,637446
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",26,"311-312","    Food and beverage and tobacco product manufacturing",296180,381336,341754,412727,454873,565093,669958,437926,415161,392000,416268,181252,183571,195645,199452,212242,211052,172369,168749,185877,171971
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",27,"313-314","    Textile mills and textile product mills",5920,5818,6039,5838,4727,4605,4824,4740,5124,5326,6076,6377,6913,6826,7024,7238,7336,7466,8439,9094,9482
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",28,"315-316","    Apparel, leather, and allied product manufacturing",2177,2431,1974,1990,1577,1598,2064,2863,2338,1517,2650,1988,1200,1182,1731,1860,2168,2451,2692,2976,3034
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",29,"322","    Paper manufacturing",26782,27392,26872,28567,26231,28417,30636,29090,27779,27323,27253,26647,26120,24762,25258,25211,25862,27319,26169,26621,28579
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",30,"323","    Printing and related support activities",11948,12281,12571,13194,11643,11828,11667,12825,13487,14167,14616,14211,14833,14370,14105,13808,13283,13356,13503,15090,16342
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",31,"324","    Petroleum and coal products manufacturing",7229,6493,6150,5362,3981,6451,6540,7835,7399,7926,8499,8630,9509,8947,8142,8226,9627,11481,12152,14597,13177
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",32,"325","    Chemical manufacturing",109766,119471,131084,137994,221651,224929,227668,242622,257298,279879,315394,303186,326430,332132,428833,429292,428492,406622,397106,302755,368814
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",33,"326","    Plastics and rubber products manufacturing",14644,15218,15143,15365,15134,16272,16646,16936,17612,17896,19463,19421,19850,19586,20218,20143,21114,22109,22563,23943,26047
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",34,"42","  Wholesale trade",1578828,1596182,1553274,1553396,1465833,1434008,1512977,1608955,1575291,1604700,1562509,1702986,1601921,1727286,1743367,2038431,2126138,2105019,2016738,1968115,2025263
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",35,"44-45","  Retail trade",1458389,1579405,1666701,1664860,1735397,1691842,1734804,1767988,1884205,1714460,1844476,1836720,1737687,1798562,2011715,2529719,2494066,2657855,2679650,2569645,2646554
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",36,"48-49","  Transportation and warehousing",111468,129720,137003,148205,101311,119199,110709,111461,127141,125582,140497,137303,125754,105342,143366,162837,156656,171936,184392,203961,193213
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",37,"481","   Air transportation",35417,45428,52781,64012,31811,61119,46147,68051,73678,70009,72246,70177,66117,57929,70965,82971,70738,79975,89888,100101,87465
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",38,"482","   Rail transportation",-22161,-16150,-17925,-18985,-18813,-31272,-31218,-42052,-47435,-46662,-41308,-52042,-64397,-81072,-59753,-47526,-46236,-43167,-44357,-40413,-46974
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",39,"483","   Water transportation",16871,19498,24092,22524,18717,14108,17603,4773,13531,11900,8384,14161,10477,14672,17924,14726,17494,16108,16290,14950,18477
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",40,"484","   Truck transportation",17247,16703,16153,16704,17074,17644,17013,16676,19651,21102,20420,20600,21384,21482,22897,23976,24546,26657,28173,31294,32805
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",41,"485","   Transit and ground passenger transportation",26400,27097,28373,30697,25221,27518,27130,26598,27726,27905,28647,29071,35611,36098,34275,32990,33089,31735,33250,32578,34377
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",42,"486","   Pipeline transportation",6574,9447,6513,5551,4285,5990,7767,10094,11009,10974,11406,15152,15809,18158,19266,18034,20428,21178,20433,22438,22527
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",43,"487-488, 492","   Other transportation and support activities",24282,20900,20329,20952,18092,18360,18640,19047,19644,20315,29860,29290,28701,26300,26259,26618,25664,27275,28396,29676,31084
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",44,"493","   Warehousing and storage",6838,6797,6687,6750,4924,5732,7627,8274,9336,10039,10842,10894,12051,11774,11531,11048,10931,12175,12319,13336,13452
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",45,"51","  Information",625758,744838,729413,711559,711883,691827,719686,727713,736916,671871,697092,699086,726023,727245,738859,830120,884052,898772,922213,924468,916946
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",46,"511","   Publishing industries (except Internet)",58848,68730,78519,66105,66381,64372,65316,66654,68131,63209,66609,69605,67942,62725,64331,69679,79979,85457,87798,89987,91368
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",47,"512","   Motion picture and sound recording industries",90556,125049,116874,118517,126800,143262,148954,149714,131354,144214,254855,251222,280298,287774,282763,298786,353336,324824,330267,328623,345495
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",48,"515, 517","   Broadcasting (except Internet) and telecommunications",454325,530641,510272,499803,490967,457404,477973,483126,507865,434099,342524,347821,342942,339086,352741,419151,419642,454823,467626,467045,439275
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",49,"518, 519","   Data processing, hosting, and other information services",22029,20417,23748,27133,27735,26790,27443,28219,29566,30350,33103,30437,34843,37660,39023,42504,31095,33669,36522,38812,40807
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",50,"52, 53","  Finance, insurance, real estate, rental, and leasing",3399277,3392446,3523177,3686403,3812509,4020404,4325693,4465333,4765868,5022008,5344062,5280028,5591103,5532661,5716396,5810900,5984887,6611437,6733777,6960329,6811779
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",51,"52","   Finance and insurance",672142,674204,729393,767729,673877,722017,752744,797075,860012,869403,917548,887809,850095,824314,833719,849592,808309,1092548,1205715,1230802,861423
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",52,"521-522","    Monetary Authorities- central bank, credit intermediation, and related services",148857,168755,183277,202883,179744,199214,203027,211716,228096,229886,237883,245713,256410,232796,233655,234461,234321,255435,275749,286796,284486
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",53,"523","    Securities, commodity contracts, and other financial investments and related activities",93381,113503,132432,144184,121339,127334,134528,144319,166501,154714,171491,166981,166806,171029,174065,151429,125259,118524,119849,126340,122696
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",54,"524","    Insurance carriers and related activities",393899,347417,349863,340605,346554,367307,383987,412238,430608,442035,429203,398257,355088,401259,425063,453247,445198,715783,809244,817221,452558
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",55,"525","    Funds, trusts, and other financial vehicles",36005,44529,63821,80056,26240,28163,31202,28801,34808,42768,78971,76858,71791,19230,936,10454,3531,2805,873,444,1682
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",56,"53","   Real estate and rental and leasing",2727134,2718242,2793784,2918675,3138631,3298387,3572949,3668259,3905857,4152605,4426514,4392219,4741008,4708347,4882677,4961307,5176578,5518889,5528061,5729526,5950356
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",57,"531","    Real estate",2669968,2657563,2722668,2836356,3061062,3218262,3489875,3583012,3810360,4032813,4305558,4278804,4629928,4596450,4760306,4809311,5012885,5356532,5364143,5558138,5783547
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",58,"532-533","    Rental and leasing services and lessors of nonfinancial intangible assets",57167,60679,71116,82319,77569,80125,83075,85247,95496,119792,120955,113415,111080,111897,122371,151996,163693,162357,163918,171388,166809
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",59,"54, 55, 56","  Professional and business services",513715,595624,625971,640566,559168,583343,730934,843220,859597,771509,803955,723382,629564,643772,661186,692020,678710,690048,690287,708634,737454
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",60,"54","   Professional, scientific, and technical services",239850,287890,309259,320243,303657,339875,470947,567270,574480,481842,478057,409030,303491,336146,345297,367114,386855,394633,394858,398491,429594
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",61,"5411","    Legal services",91890,116237,124760,129518,127451,169717,300840,391976,392193,306590,286605,214457,102065,137811,144811,178462,218759,225215,226652,218809,240671
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",62,"5415","    Computer systems design and related services",49567,61417,69439,76613,64361,55355,51200,51625,54165,50916,57995,59749,57855,58432,59939,52899,39564,35422,35419,33493,34511
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",63,"5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",98394,110236,115061,114112,111845,114803,118907,123670,128122,124336,133457,134824,143571,139903,140547,135753,128532,133995,132788,146189,154412
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",64,"55","   Management of companies and enterprises",190085,214106,221342,228630,176197,162356,175997,184987,189762,192800,219549,212364,223583,206458,211213,224395,200040,201875,200987,211256,201097
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",65,"56","   Administrative and support and waste management and remediation services",83779,93627,95370,91693,79314,81112,83990,90962,95355,96868,106350,101988,102490,101168,104676,100512,91816,93540,94443,98887,106763
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",66,"561","    Administrative and support services",51593,61902,64167,58045,51142,51765,53505,57148,60648,60439,67162,63592,63362,63541,65165,62640,54066,53947,56037,58313,63088
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",67,"562","    Waste management and remediation services",32187,31725,31203,33648,28172,29347,30485,33814,34707,36429,39188,38396,39128,37626,39510,37872,37750,39593,38405,40574,43675
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",68,"61, 62","  Educational services, health care, and social assistance",451060,468598,467232,466303,451517,480068,522643,554404,631546,721569,770426,842068,872077,892693,859256,1196978,1207452,1198876,1147185,1157136,1232832
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",69,"61","   Educational services",127899,142288,147809,156835,128585,146995,159631,172021,179226,195228,208004,209524,239485,238947,247278,254504,262312,280950,279740,294508,325062
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",70,"62","   Health care and social assistance",323161,326310,319422,309468,322932,333074,363011,382383,452320,526341,562422,632543,632592,653746,611978,942474,945140,917926,867445,862629,907770
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",71,"621","    Ambulatory health care services",87070,93897,96631,98496,83829,90247,93745,99383,105567,103903,110487,112350,120463,118399,117501,116188,111472,115631,116414,122482,130814
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",72,"622","    Hospitals",122899,115568,106947,101394,128095,130534,145464,155119,187596,231308,246937,286805,285283,294207,246860,453644,454973,436638,402087,399551,425391
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",73,"623","    Nursing and residential care facilities",88266,88054,84450,77351,84540,84279,94702,96931,125016,156602,166742,192261,183332,198331,204766,333601,345992,334587,316389,306561,315452
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",74,"624","    Social assistance",24925,28791,31394,32227,26467,28014,29101,30951,34142,34528,38256,41127,43514,42809,42851,39040,32703,31070,32554,34035,36113
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services",589167,670754,698900,706412,668280,663424,713586,784779,810116,860415,852964,896081,850522,816652,841570,1116193,1022279,1047257,991219,948884,984705
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",76,"71","   Arts, entertainment, and recreation",242684,311898,335647,347695,324297,331602,364839,424123,408080,442097,393830,375915,351877,323247,353349,421750,311546,309520,284588,279311,292648
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",77,"711-712","    Performing arts, spectator sports, museums, and related activities",139422,186549,197355,203793,211438,204059,221400,261947,246615,269161,212471,199833,180392,159069,171389,168584,124727,120169,108892,102729,109993
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",78,"713","    Amusement, gambling, and recreation industries",103262,125350,138292,143902,112859,127543,143439,162176,161465,172936,181358,176082,171485,164178,181960,253166,186819,189351,175696,176582,182655
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",79,"72","   Accommodation and food services",346482,358855,363253,358717,343983,331822,348747,360656,402036,418318,459134,520166,498644,493405,488221,694443,710733,737737,706631,669573,692057
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",80,"721","    Accommodation",115693,115615,111085,110614,97901,92714,96647,101009,114710,126558,133688,155407,141912,136139,146144,219182,223323,227249,212382,196709,200032
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",81,"722","    Food services and drinking places",230789,243240,252168,248104,246082,239108,252101,259647,287327,291760,325446,364759,356732,357266,342077,475262,487410,510488,494249,472864,492025
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",82,"81","  Other services (except government and government enterprises)",249048,268644,264093,251513,236740,240405,247794,253231,268822,263506,281401,282033,290330,288673,305079,359910,363157,391175,394511,393721,410151
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",83,"..."," Government and government enterprises",-156534,-133436,-134440,-128177,-129688,-150555,-168613,-183290,-188508,-197853,-194262,-181687,-214274,-208952,-231435,-232464,-234851,-273553,-287603,-287091,-272563
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",84,"...","  Federal civilian",-490,-981,-1312,-1348,-1526,-1741,-2491,-1821,-2173,-1939,-2178,-2257,-2791,-2178,-1985,-2655,-3620,-3725,-3039,-3021,-3298
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",85,"...","  Military",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",86,"...","  State and local",-156044,-132454,-133128,-126829,-128162,-148815,-166122,-181469,-186336,-195913,-192084,-179430,-211483,-206774,-229449,-229808,-231231,-269828,-284564,-284071,-269265
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",87,"11, 21","Natural resources and mining",1947,-14164,-44959,-58535,-52076,-16813,-19948,-6606,-36670,-11460,2302,6148,2337,3353,15770,15304,20263,30745,24029,21981,25739
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",88,"42, 44-45","Trade",3037216,3175587,3219975,3218256,3201230,3125851,3247781,3376943,3459496,3319160,3406985,3539707,3339608,3525848,3755082,4568150,4620205,4762874,4696388,4537760,4671817
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",89,"...","Transportation and utilities",689731,716243,709543,765872,657941,664389,719546,827110,862552,788760,851364,942829,979738,941590,1003319,1085254,1099898,1135112,1089815,1135402,1168675
