GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",24,"339","    Miscellaneous manufacturing",75685,77485,82285,77687,85836,95925,103884,102165,99032,101708,109429,112138,107636,104124,113850,112300,234920,190631,188015,111715,113176
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",25,"311-316,322-326","   Nondurable goods manufacturing",1914256,1930121,1983025,1962357,1969030,2098758,2214257,2363606,2307326,2447552,2682404,2604898,2871067,3008444,3382536,3376076,3567602,3196688,3737137,3738243,3625487
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",26,"311-312","    Food and beverage and tobacco product manufacturing",532484,537405,522557,508990,489999,519582,540701,563688,570506,636247,635499,577900,722574,764584,756945,755545,816385,727084,940784,847760,880733
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",27,"313-314","    Textile mills and textile product mills",20575,21296,23142,21700,18438,18686,20170,19582,18719,19550,22422,20899,23446,20716,20021,18733,18734,17237,17880,17376,17075
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",28,"315-316","    Apparel, leather, and allied product manufacturing",27052,27930,27687,27068,21172,22256,19589,16693,14822,14059,14056,13078,13838,13833,14362,14236,13560,10096,11763,12696,12864
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",29,"322","    Paper manufacturing",109441,111570,113592,112566,94283,100030,102505,100791,91301,88214,94569,90761,97204,95279,92053,84825,78482,76344,83763,93024,96086
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",30,"323","    Printing and related support activities",54554,57320,64533,69461,57942,59998,60043,61605,61084,58106,61163,58194,61172,58976,55648,52256,50238,46599,50315,50937,50785
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",31,"324","    Petroleum and coal products manufacturing",475752,466304,484155,495964,442341,473541,514397,575492,575680,605522,691928,687139,714796,748181,797649,754534,876709,691577,785497,800230,485753
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",32,"325","    Chemical manufacturing",591129,606749,627533,606858,736732,790232,837138,900900,874115,915391,1050708,1034408,1139017,1210163,1516514,1592470,1582677,1511602,1727201,1804156,1963781
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",33,"326","    Plastics and rubber products manufacturing",103269,101547,119825,119751,108122,114433,119713,124854,101099,110464,112059,122518,99019,96712,129344,103477,130818,116150,119934,112064,118409
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",34,"42","  Wholesale trade",13051637,13404901,14066920,14300412,14184583,14696857,15056103,16126043,16590684,17261911,18253105,18563455,17430221,17722186,19449120,21118159,22265772,22937252,22382840,23914948,24521145
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",35,"44-45","  Retail trade",11631979,12230528,13477856,14255622,15326256,15950191,16711358,16995530,18630029,20507109,20824959,20475393,19437109,20682428,22352079,24660107,25610569,27483371,29136040,28920108,29938080
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",36,"48-49","  Transportation and warehousing",2251332,2634101,2887724,3167211,2201951,3060702,2781729,3379492,3450198,3538629,3981258,3879302,4192573,4203879,4413797,4553582,4768741,4951939,5318139,5666586,5998865
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",37,"481","   Air transportation",1259282,1575322,1687355,1862045,1044299,1891137,1580480,2096438,2114955,2115416,2437876,2341278,2471284,2309521,2382078,2387694,2694541,2754317,2988767,3169755,3381290
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",38,"482","   Rail transportation",78102,91003,97111,83190,87318,85508,87706,96299,93278,98611,112813,119753,117599,107972,132324,150573,144770,115476,131425,148294,143929
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",39,"483","   Water transportation",55826,63415,68375,64820,39356,23952,29963,-8813,8824,-3491,5909,21628,11432,32312,33471,11031,43268,48575,57475,52019,59795
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",40,"484","   Truck transportation",314996,325307,336206,352003,322413,352161,361570,404941,445046,476968,500396,510309,524650,539835,558312,585978,589281,649934,663379,701281,717662
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",41,"485","   Transit and ground passenger transportation",60147,66445,77145,77533,71330,74766,73825,72698,77365,80096,79742,81247,124211,131321,122738,116287,117930,111236,113574,121805,127428
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",42,"486","   Pipeline transportation",274110,278542,374248,470447,408787,392946,401683,456396,445777,493229,594643,557621,658459,795796,894885,1016977,895297,988348,1047266,1136856,1222817
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",43,"487-488, 492","   Other transportation and support activities",189273,212757,223075,231657,205657,214048,216814,224609,228905,240827,208997,203341,234450,236959,239823,236433,232870,230073,255372,267068,272699
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",44,"493","   Warehousing and storage",19595,21312,24209,25516,22790,26184,29686,36924,36048,36972,40883,44125,50488,50163,50167,48610,50783,53980,60881,69508,73245
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",45,"51","  Information",5133726,5650406,6620129,7549897,7764988,7558502,7440834,7400559,7532029,7814939,11548497,10950267,10155124,10083535,10948147,11216427,11482923,11921818,12118044,12229714,13412666
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",46,"511","   Publishing industries (except Internet)",117042,125293,151911,170882,197706,225336,223435,222670,210988,224563,245776,243160,262785,254745,255015,245260,245457,180318,195864,206899,207279
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",47,"512","   Motion picture and sound recording industries",156012,165447,195730,180623,233193,247256,262502,254103,298191,338487,383455,263777,307218,292603,309783,344721,348932,361742,410201,447117,446866
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",48,"515, 517","   Broadcasting (except Internet) and telecommunications",4744505,5234812,6071039,6977145,7100625,6866104,6722829,6700187,6791198,6981834,10607686,10127216,9263602,9228793,9996117,10222641,10478923,10985996,11050672,11096451,12305061
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",49,"518, 519","   Data processing, hosting, and other information services",116168,124853,201449,221247,233463,219806,232069,223600,231652,270055,311581,316114,321519,307394,387232,403804,409611,393763,461306,479246,453459
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",50,"52, 53","  Finance, insurance, real estate, rental, and leasing",11853352,12282145,13428234,14063758,15248072,16885276,17961902,18864459,20025891,21762741,23325348,23414062,25009277,25492350,25815857,26610407,26965951,29355332,31337594,32518475,33332285
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",51,"52","   Finance and insurance",2834652,2993761,3214333,3224027,3025189,3457333,3586084,3929876,4173701,4315974,4761256,5303952,5388949,5201920,5236119,5217415,5334692,5955527,6725124,7199570,6347567
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",52,"521-522","    Monetary Authorities- central bank, credit intermediation, and related services",766912,839361,959798,1010294,981895,1073217,1149430,1249477,1319768,1394678,1544240,1608924,1941555,1945274,1996621,1967701,1958342,1626166,1784347,1912762,1940176
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",53,"523","    Securities, commodity contracts, and other financial investments and related activities",264840,288773,302913,305731,199105,229190,234281,253567,278880,278020,479381,789043,594841,481430,430786,331040,318575,169355,173793,177943,182944
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",54,"524","    Insurance carriers and related activities",1523597,1555562,1610612,1558627,1613925,1826622,2029389,2284543,2368353,2449465,2619594,2788529,2764383,2672955,2702760,2829377,2976492,4137148,4728403,5063198,4160953
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",55,"525","    Funds, trusts, and other financial vehicles",279303,310065,341010,349375,230264,328305,172984,142290,206700,193811,118042,117455,88169,102262,105953,89296,81283,22858,38581,45667,63494
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",56,"53","   Real estate and rental and leasing",9018699,9288385,10213901,10839730,12222883,13427943,14375818,14934583,15852190,17446767,18564091,18110110,19620328,20290430,20579738,21392993,21631258,23399805,24612470,25318904,26984719
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",57,"531","    Real estate",7767032,7953222,8721217,9194034,10507863,11657878,12582472,13080856,13877823,15206787,16056160,15536339,17204224,17798307,17752144,18011383,18103381,19512493,20695178,21594035,22980631
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",58,"532-533","    Rental and leasing services and lessors of nonfinancial intangible assets",1251667,1335163,1492685,1645696,1715021,1770064,1793346,1853727,1974367,2239980,2507932,2573771,2416104,2492123,2827593,3381610,3527877,3887312,3917292,3724869,4004087
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",59,"54, 55, 56","  Professional and business services",2145346,2319226,2679129,2710303,2523116,2604377,2685192,2955866,3159608,3519484,3958719,4608914,4265466,4302370,4590530,5032290,5262937,5433381,5825556,5856122,6116219
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",60,"54","   Professional, scientific, and technical services",1078678,1193935,1379900,1514269,1377128,1386033,1408135,1534228,1634264,1803880,2025149,2164474,2134135,2169981,2302375,2533470,2708216,2775099,2964383,2978240,3111669
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",61,"5411","    Legal services",50510,52055,55235,57381,88385,99093,111149,130358,137000,125929,143188,134693,123741,125911,121340,122758,131882,137409,138505,140854,147445
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",62,"5415","    Computer systems design and related services",318080,393484,495036,602327,512073,454767,438738,453073,494783,575775,631034,725327,683575,719451,827476,984838,1108712,1199915,1346162,1331532,1406147
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",63,"5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",710088,748395,829629,854562,776670,832173,858248,950798,1002481,1102176,1250926,1304455,1326819,1324619,1353559,1425875,1467622,1437775,1479716,1505855,1558077
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",64,"55","   Management of companies and enterprises",262155,274479,308014,285561,265469,286750,312295,379250,408679,488467,613908,1011355,724736,673823,682643,726991,717586,651266,693738,707916,768361
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",65,"56","   Administrative and support and waste management and remediation services",804513,850813,991214,910472,880519,931594,964762,1042387,1116666,1227136,1319662,1433084,1406595,1458566,1605512,1771829,1837135,2007017,2167435,2169966,2236188
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",66,"561","    Administrative and support services",623707,669520,770083,712603,674090,707397,728532,783591,852858,925815,996369,1080225,1054731,1094458,1196539,1313089,1371614,1487886,1613011,1619158,1664095
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",67,"562","    Waste management and remediation services",180807,181293,221131,197869,206428,224197,236230,258796,263808,301322,323293,352859,351863,364108,408973,458740,465521,519131,554424,550809,572094
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",68,"61, 62","  Educational services, health care, and social assistance",1065675,1135307,1257723,1320200,1355687,1521852,1623792,1776382,1785395,1801975,1970610,1993495,2274657,2323797,1898119,2040925,2005378,2033960,2359263,2607018,2729264
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",69,"61","   Educational services",197006,213880,252546,270714,237495,271491,291547,320159,324122,334380,361951,391137,468137,498991,508831,499784,497405,487978,534654,576890,582126
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",70,"62","   Health care and social assistance",868668,921427,1005177,1049486,1118192,1250360,1332245,1456223,1461273,1467595,1608659,1602357,1806520,1824806,1389289,1541142,1507972,1545983,1824609,2030127,2147137
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",71,"621","    Ambulatory health care services",404037,423437,461287,482765,430203,474330,502056,545987,561803,553874,604333,592226,655722,674907,663766,655400,654877,657131,693855,733957,749990
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",72,"622","    Hospitals",281889,303846,330743,346875,455781,518532,555734,617903,600673,609210,666209,661257,762098,736043,312912,464080,414516,435170,639124,772413,861737
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",73,"623","    Nursing and residential care facilities",103566,110283,119510,122587,143357,159052,172980,183143,192876,196243,213474,215019,239606,262332,261995,265188,272074,272812,303226,328812,334560
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",74,"624","    Social assistance",79177,83861,93636,97258,88850,98446,101474,109190,105920,108268,124642,133856,149094,151523,150616,156473,166504,180869,188404,194946,200850
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services",4271616,4577511,5075218,5449387,5615184,5915167,6120297,6249472,6736300,7419964,7801952,7987620,8155323,8332317,8143881,8932024,9232192,9726350,10096083,9961948,10222485
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",76,"71","   Arts, entertainment, and recreation",545736,583641,654198,718901,729516,777853,816487,847821,884631,1001616,1098645,1142280,1205680,1201851,1282214,1434736,1491996,1666081,1764245,1790197,1864576
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",77,"711-712","    Performing arts, spectator sports, museums, and related activities",106365,118601,134353,146513,185029,209721,213899,216964,214914,238480,264685,237801,277088,274965,277035,277902,275876,291204,314672,329337,343476
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",78,"713","    Amusement, gambling, and recreation industries",439371,465041,519845,572388,544487,568132,602588,630857,669717,763135,833960,904480,928592,926886,1005179,1156833,1216120,1374877,1449573,1460859,1521100
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",79,"72","   Accommodation and food services",3725880,3993869,4421020,4730486,4885667,5137314,5303810,5401651,5851670,6418348,6703306,6845340,6949643,7130466,6861668,7497288,7740196,8060269,8331838,8171752,8357909
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",80,"721","    Accommodation",1116912,1203884,1309024,1387962,1351139,1408077,1425305,1394754,1525778,1653412,1748247,1681479,1753407,1781410,1809670,2048883,2126072,2114296,2233396,2258001,2322304
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",81,"722","    Food services and drinking places",2608967,2789986,3111996,3342523,3534528,3729237,3878505,4006897,4325892,4764936,4955060,5163861,5196236,5349056,5051998,5448405,5614125,5945973,6098442,5913750,6035605
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",82,"81","  Other services (except government and government enterprises)",1362818,1402190,1551635,1484555,1428071,1489403,1506063,1594317,1641559,1837245,1888333,1909743,1947663,1919911,1976108,2169606,2263585,2445587,2577916,2591505,2692834
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",83,"..."," Government and government enterprises",-687400,-645399,-668688,-671059,-729435,-817343,-865568,-909549,-949665,-1013918,-1061989,-1091979,-1424871,-1292777,-1518606,-1539314,-1755267,-1791858,-1630950,-1659313,-1692090
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",84,"...","  Federal civilian",-147503,-151778,-161309,-200611,-239034,-234184,-235493,-240190,-245102,-267130,-286755,-365478,-500887,-364198,-552737,-665195,-888327,-933761,-771027,-767332,-857795
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",85,"...","  Military",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",86,"...","  State and local",-539896,-493621,-507379,-470448,-490401,-583160,-630075,-669359,-704563,-746788,-775233,-726501,-923984,-928579,-965869,-874119,-866941,-858097,-859923,-891981,-834295
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",87,"11, 21","Natural resources and mining",6228530,5520427,4398234,5941245,6230402,7416598,8740376,11127706,13534178,17074753,18346310,20672498,16200750,16738028,18823334,20566185,21310696,25521436,21555805,19827609,21390909
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",88,"42, 44-45","Trade",24683616,25635429,27544776,28556034,29510839,30647048,31767461,33121573,35220713,37769020,39078064,39038848,36867330,38404614,41801200,45778266,47876341,50420623,51518879,52835056,54459225
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",89,"...","Transportation and utilities",5635414,6165424,6819610,7446726,6569246,7794173,7519770,8298251,8463255,9096079,10052079,9824158,10389112,10669432,10880172,11235831,11335159,11530388,12158123,12795675,13222347
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",90,"...","Private goods-producing industries 2/",10382703,9935463,9080248,10757844,11159289,12676050,14220374,16860238,19358404,23266102,25100335,27185208,23012543,23554273,26051660,27780835,28962162,32442360,29211054,27436034,28963807
 "96000","Southwest",6,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",91,"...","Private services-providing industries 3/",56151563,59167639,64976452,68580858,70015203,74415798,76625310,80260880,84564750,91021446,99623601,99727106,99063951,101528325,106054014,113015777,116424465,122867440,127991459,131395513,136187326
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",1,"...","All industry total",16322915,17673919,18251143,19732808,19899843,21553350,22296642,24592723,26045548,28284567,29893521,30360991,29224157,31854035,33714206,33349051,34422441,35986149,36358915,38105611,39849897
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",2,"..."," Private industries",16568747,17898664,18490051,19973677,20156703,21879539,22650685,24965815,26469514,28705561,30327547,30838855,29825762,32367360,34300727,33938409,35112841,36682306,37016571,38820911,40540492
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",3,"11","  Agriculture, forestry, fishing and hunting",-1816,-257889,-770724,-736004,-890637,-278357,-342558,-226254,-775606,-303417,-91240,-66962,-56126,-87238,19619,35357,91667,150023,18945,-159894,52992
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",4,"111-112","   Farms",-39075,-295849,-811906,-776821,-930599,-319228,-385683,-272232,-823164,-354605,-149716,-133523,-110855,-149077,-46655,-26940,26981,87215,-43914,-221785,-12006
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",5,"113-115","   Forestry, fishing, and related activities",37259,37960,41182,40818,39962,40871,43124,45978,47558,51188,58475,66561,54730,61839,66274,62298,64686,62808,62859,61891,64998
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",6,"21","  Mining, quarrying, and oil and gas extraction",1048503,1093821,1083736,1278042,1430763,1371987,1770992,2279492,2932197,3505726,3770120,4182843,3471585,3816316,4503541,4144123,4388878,4585261,3928526,3489750,3922221
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",7,"211","   Oil and gas extraction",498974,540843,513619,657440,792612,762926,1024965,1435620,1886926,2266905,2442193,2697940,2215091,2521300,2870392,2578436,2801098,3007589,2700871,2362570,2747847
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",8,"212","   Mining (except oil and gas)",494640,493980,514223,555492,568046,532104,666476,745956,910091,1065283,1115803,1232934,1037041,1057093,1375327,1290961,1320942,1304405,982806,899535,925525
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",9,"213","   Support activities for mining",54889,58998,55894,65110,70105,76958,79551,97915,135179,173538,212124,251969,219452,237923,257822,274726,266838,273267,244849,227646,248849
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",10,"22","  Utilities",806766,828528,865565,862346,873169,949608,954588,1038486,1121130,1254786,1227790,1299271,1391673,1602030,1677887,1621931,1544658,1581420,1662855,1775345,1753541
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",11,"23","  Construction",154162,182162,202686,218878,218971,228428,231465,261923,287248,297237,317125,285824,266392,301219,287746,284495,304686,309465,336913,357220,367688
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",12,"31-33","  Manufacturing",1029777,1159853,1149643,1276036,1295622,1311828,1352418,1388113,1428440,1328221,1390323,1432028,1562532,1683517,1751012,1677324,1844004,1873577,1901499,1934706,1948691
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",13,"321,327-339","   Durable goods manufacturing",358396,392898,418301,455786,497303,520400,529484,541480,547436,548729,578295,588822,611516,656116,700319,639286,768515,766469,777033,719610,759910
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",14,"321","    Wood product manufacturing",27649,28775,29744,30668,25093,25413,25733,27682,28367,30256,31817,29806,27498,25623,25979,25417,26564,26813,28502,30488,31113
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",15,"327","    Nonmetallic mineral product manufacturing",29362,32342,34334,35794,33423,34215,35813,37458,38859,42221,48558,48487,49615,53910,53442,51490,50127,50052,51292,54341,56673
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",16,"331","    Primary metal manufacturing",36367,36507,29285,31183,27616,23270,23403,26602,23957,24166,29330,34035,38831,40813,44552,42353,41873,40078,40236,40927,41096
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",17,"332","    Fabricated metal product manufacturing",33765,36312,38233,39469,37908,40345,41132,43492,42796,45063,49075,55101,52973,57537,67920,60716,89522,81443,81352,81654,90224
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",18,"333","    Machinery manufacturing",25842,29287,31466,34330,36690,37704,36695,37088,38065,39666,45097,48513,54626,60724,63389,57249,55856,55250,58961,65764,65084
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",19,"334","    Computer and electronic product manufacturing",127239,146447,166688,190942,229040,245373,239679,235475,240864,230774,231395,225518,237683,261483,274084,250342,273216,276642,270061,245391,266868
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",20,"335","    Electrical equipment, appliance, and component manufacturing",5590,5663,5870,6672,9765,9067,9068,9432,9781,10255,10052,8875,8449,3014,-686,2423,9451,11201,12197,13671,13554
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",12864,14477,14585,15988,17550,17518,19681,20277,20166,20007,21312,22497,25264,26659,28713,27868,28120,28933,31003,33513,34201
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",22,"3364-3369","    Other transportation equipment manufacturing",26280,28070,29040,30651,33959,35880,37723,39179,43702,42953,47937,46828,52409,55461,53594,45296,46125,46817,53518,59507,60387
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",23,"337","    Furniture and related product manufacturing",5856,6669,7467,8187,7925,8832,9347,10139,10507,11041,12337,11881,11523,11824,11735,10533,10591,10579,11406,12294,12356
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",24,"339","    Miscellaneous manufacturing",27582,28348,31590,31900,38334,42782,51210,54656,50373,52326,51386,57281,52646,59068,77596,65599,137071,138660,138505,82059,88355
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",25,"311-316,322-326","   Nondurable goods manufacturing",671381,766955,731341,820250,798319,791428,822934,846634,881004,779491,812028,843207,951016,1027401,1050693,1038038,1075489,1107108,1124467,1215097,1188781
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",26,"311-312","    Food and beverage and tobacco product manufacturing",509204,593403,556310,638491,581387,563408,578876,596622,620776,513075,514472,514186,579125,633274,613789,621435,621937,616573,596638,645732,640267
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",27,"313-314","    Textile mills and textile product mills",4131,4292,4435,4351,3897,4132,4547,4828,5092,5265,6234,6587,7509,8074,7309,6524,6211,5950,6174,7105,6870
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",28,"315-316","    Apparel, leather, and allied product manufacturing",2266,2438,2582,2815,2580,2600,2535,2391,2639,2550,2565,2557,2689,2748,2845,2819,2658,2560,2798,2719,2715
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",29,"322","    Paper manufacturing",22317,21602,24312,24754,21738,22980,24966,24201,23725,22391,22023,21944,24885,24107,22925,21315,22830,22767,23670,24986,24929
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",30,"323","    Printing and related support activities",15858,15966,16750,17820,16105,16418,17076,17861,18011,18028,19011,19339,19782,20462,20239,17983,17061,16756,17103,18452,18817
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",31,"324","    Petroleum and coal products manufacturing",55987,59406,55587,58312,61545,65113,68513,68930,74940,79683,90100,104966,119076,120259,130247,126453,145809,153604,170495,176059,134366
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",32,"325","    Chemical manufacturing",48412,56088,57546,58933,96474,101980,110213,114822,117814,120215,137304,153274,176383,193677,225983,217358,233484,261025,279695,309610,330450
 "97000","Rocky Mountain",7,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",33,"326","    Plastics and rubber products manufacturing",13205,13760,13820,14774,14594,14797,16209,16978,18007,18284,20318,20353,21567,24801,27356,24151,25500,27874,27895,30435,30368
